mean x,mean theta,99% confidence interval
-4.928816483219661,-0.0034832417660225793,0.01171638263704429
-4.476113395020268,-0.008587874190089025,0.011716382637044288
-3.9577637165109207,-0.01793211155032557,0.012288245778279182
-3.5009225675989804,-0.025483537100653608,0.012288245778279182
-3.0459770386233402,-0.03346777114082851,0.01228824577827918
-2.59162024293702,-0.06871953971008275,0.01228824577827918
-2.1368492272578026,-0.09306698550365725,0.01228824577827918
-1.6807984172912296,-0.12561038794568252,0.01228824577827918
-1.226992452898253,-0.14921915353589948,0.011716382637044276
-0.7724398769112955,-0.09510537127009983,0.012952948369103559
-0.3182157312005629,0.0010388112448476755,0.011716382637044288
0.13861908874095874,0.09422650063037316,0.01171638263704429
0.5916010773155772,0.18268672989300422,0.012288245778279194
1.0475706323031009,0.22423657346497808,0.011217582341551902
1.5045660245152457,0.22202519053917397,0.012288245778279194
1.957567725075131,0.1823890561827934,0.012288245778279194
2.415578112553013,0.14091703092332916,0.012288245778279194
